web-scraper-order,web-scraper-start-url,Link,Link-href,name,price,capacity,type,frequency,latency,image-src
"1698054718-162","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/710264-pamiec-ram-ddr5-crucial-32gb-1x32gb-4800mhz-cl40.html","Crucial 32GB (1x32GB) 4800MHz CL40","459,00 zł","32 GB","DDR5","4800 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/12/pr_2021_12_29_14_23_50_232_00.jpg"
"1698054724-163","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/711031-pamiec-ram-ddr5-corsair-32gb-2x16gb-5200mhz-cl40-vengeance.html","Corsair 32GB (2x16GB) 5200MHz CL40 Vengeance","499,00 zł","32 GB","DDR5","5200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_4_8_18_54_958_00.jpg"
"1698054731-164","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/716569-pamiec-ram-ddr5-gskill-32gb-2x16gb-6000mhz-cl40-trident-z5.html","G.SKILL 32GB (2x16GB) 6000MHz CL40 Trident Z5","589,00 zł","32 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_27_14_29_5_807_01.jpg"
"1698054737-165","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/719668-pamiec-ram-ddr5-gskill-32gb-2x16gb-5600mhz-cl40-trident-z5-rgb.html","G.SKILL 32GB (2x16GB) 5600MHz CL40 Trident Z5 RGB","669,00 zł","32 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_2_12_37_28_128_00.jpg"
"1698054744-166","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/745579-pamiec-ram-ddr5-patriot-32gb-2x16gb-6200mhz-cl40-viper-venom-rgb.html","Patriot 32GB (2x16GB) 6200MHz CL40 Viper Venom RGB","639,00 zł","32 GB","DDR5","6200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_10_12_49_47_383_01.jpg"
"1698054753-167","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1043029-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-6000mhz-cl40-beast-rgb.html","Kingston FURY 16GB (1x16GB) 6000MHz CL40 Beast RGB","369,00 zł","16 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_23_9_34_37_607_00.jpg"
"1698054758-168","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1043032-pamiec-ram-ddr4-goodram-8gb-1x8gb-3200mhz-cl22.html","GOODRAM 8GB (1x8GB) 3200MHz CL22","109,00 zł","8 GB","DDR4","3200 MHz","CL 22","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_23_10_31_34_892_01.jpg"
"1698054763-169","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1067541-pamiec-ram-ddr4-corsair-16gb-2x8gb-3600mhz-cl18-vengeance-rgb-rs.html","Corsair 16GB (2x8GB) 3600MHz CL18 Vengeance RGB RS","269,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_12_14_48_4_763_03.jpg"
"1698054769-170","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1067762-pamiec-ram-ddr5-kingston-fury-32gb-1x32gb-4800mhz-cl38-beast-black.html","Kingston FURY 32GB (1x32GB) 4800MHz CL38 Beast Black","549,00 zł","32 GB","DDR5","4800 MHz","CL 38","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_29_8_50_46_107_02.jpg"
"1698054776-171","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1072069-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-5600mhz-cl36-beast-black-expo-amd.html","Kingston FURY 16GB (1x16GB) 5600MHz CL36 Beast Black EXPO AMD","319,00 zł","16 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_8_23_316_00.jpg"
"1698054782-172","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1073094-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-3600mhz-cl17-beast-white-rgb.html","Kingston FURY 16GB (2x8GB) 3600MHz CL17 Beast White RGB","329,00 zł","16 GB","DDR4","3600 MHz","CL 17","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_19_13_33_15_69_02.jpg"
"1698054790-173","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1073097-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3600mhz-cl17-beast-white-rgb.html","Kingston FURY 32GB (2x16GB) 3600MHz CL17 Beast White RGB","469,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_19_13_33_15_69_02.jpg"
"1698054795-174","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1099158-pamiec-ram-serwerowa-dell-memory-upgrade-16gb-2rx8-ddr4-rdimm-3200mhz.html","Dell Memory Upgrade - 16GB - 2Rx8 DDR4 RDIMM 3200MHz","779,00 zł","16 GB","DDR4","3200 MHz","1,2 V","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_13_30_17_487_00.jpg"
"1698054800-175","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1105882-pamiec-ram-ddr4-patriot-64gb-2x32gb-3200mhz-cl16-viper-4.html","Patriot 64GB (2x32GB) 3200MHz CL16 Viper 4","759,00 zł","64 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_13_11_20_54_936_00.jpg"
"1698054806-176","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1115207-pamiec-ram-ddr4-silicon-power-16gb-2x8gb-3200mhz-cl16-xpower-zenith.html","Silicon Power 16GB (2x8GB) 3200MHz CL16 XPOWER Zenith","199,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_6_14_41_47_103_01.jpg"
"1698054814-177","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1115994-pamiec-ram-ddr5-kingston-fury-16gb-2x8gb-5200mhz-cl36-beast-black-expo.html","Kingston FURY 16GB (2x8GB) 5200MHz CL36 Beast Black EXPO","339,00 zł","16 GB","DDR5","5200 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_6_15_13_18_988_00.jpg"
"1698054820-178","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1116191-pamiec-ram-ddr5-kingston-fury-16gb-2x8gb-6000mhz-cl36-beast-rgb-expo.html","Kingston FURY 16GB (2x8GB) 6000MHz CL36 Beast RGB EXPO","449,00 zł","16 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_22_33_742_00.jpg"
"1698054827-179","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1131293-pamiec-ram-ddr5-patriot-32gb-2x16gb-7400mhz-cl36-viper-venom.html","Patriot  32GB (2x16GB) 7400MHz CL36 VIPER VENOM","789,00 zł","32 GB","DDR5","7400 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_10_13_4_4_266_01.jpg"
"1698054834-180","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1131294-pamiec-ram-ddr5-patriot-32gb-2x16gb-7200mhz-cl34-viper-venom.html","Patriot 32GB (2x16GB) 7200MHz CL34 VIPER VENOM","699,00 zł","32 GB","DDR5","7200 MHz","CL 34","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_10_13_4_4_266_01.jpg"
"1698054840-181","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138962-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-5200mhz-cl36-beast-white-expo.html","Kingston FURY 32GB (2x16GB)  5200MHz CL36 Beast White EXPO","559,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_56_30_447_00.jpg"
"1698054846-182","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138987-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-5600mhz-cl36-beast-white-expo.html","Kingston FURY 64GB (2x32GB) 5600MHz CL36 Beast White EXPO","1 069,00 zł","64 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_56_30_447_00.jpg"
"1698054851-183","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1139006-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl32-fury-renegade-rgb-white-xmp.html","Kingston FURY 32GB (2x16GB) 6000MHz CL32 FURY Renegade RGB White XMP","769,00 zł","32 GB","DDR5","6000 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_15_7_56_868_00.jpg"
"1698054858-184","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1139019-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl36-fury-beast-white-rgb-expo.html","Kingston FURY 32GB (2x16GB) 6000MHz CL36 FURY Beast White RGB EXPO","739,00 zł","32 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_48_58_943_00.jpg"
"1698054863-185","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1139045-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6800mhz-cl36-renegade-rgb-white-xmp.html","Kingston FURY 32GB (2x16GB) 6800MHz CL36 Renegade RGB White XMP","1 019,00 zł","32 GB","DDR5","6800 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_25_9_1_53_967_01.jpg"
"1698054869-186","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1182222-pamiec-ram-ddr5-goodram-64gb-2x32gb-5600mhz-cl30-irdm-black-v-silver.html","GOODRAM 64GB (2x32GB) 5600MHz CL30 IRDM BLACK V SILVER","1 039,00 zł","64 GB","DDR5","5600 MHz","CL 30","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_22_8_53_46_748_00.jpg"
"1698054874-187","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1182227-pamiec-ram-ddr5-goodram-32gb-2x16gb-6800mhz-cl34-irdm-black-v-silver.html","GOODRAM 32GB (2x16GB) 6800MHz CL34 IRDM BLACK V SILVER","639,00 zł","32 GB","DDR5","6800 MHz","CL 34","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_21_14_10_4_212_00.jpg"
"1698054883-188","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/244482-pamiec-ram-ddr3-patriot-8gb-1x8gb-1600mhz-cl11-signature.html","Patriot 8GB (1x8GB) 1600MHz CL11 Signature","89,00 zł","8 GB","DDR3","1600 MHz","CL 11","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_24_13_40_11_364.jpg"
"1698054889-189","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/259974-pamiec-ram-ddr4-gskill-16gb-2x8gb-2133mhz-cl15-value-4.html","G.SKILL 16GB (2x8GB) 2133MHz CL15  Value 4","189,00 zł","16 GB","DDR4","2133 MHz","CL 15","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_24_15_34_49_519.jpg"
"1698054895-190","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/367955-pamiec-ram-ddr4-gskill-16gb-2x8gb-3000mhz-cl16-trident-z-rgb-led.html","G.SKILL 16GB (2x8GB) 3000MHz CL16 Trident Z RGB LED","299,00 zł","16 GB","DDR4","3000 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_9_10_11_472.jpg"
"1698054902-191","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/390141-pamiec-ram-ddr4-gskill-4gb-1x4gb-2400mhz-cl15-value.html","G.SKILL 4GB (1x4GB) 2400MHz CL15 Value","64,99 zł","4 GB","DDR4","2400 MHz","CL 15","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_24_15_38_7_230.jpg"
"1698054908-192","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/470221-pamiec-ram-ddr4-gskill-16gb-2x8gb-4600mhz-cl18-tridentz-royal-silver.html","G.SKILL 16GB (2x8GB) 4600MHz CL18 TridentZ Royal Silver","1 729,00 zł","16 GB","DDR4","4600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/12/pr_2018_12_27_8_47_24_679_00.jpg"
"1698054916-193","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/475620-pamiec-ram-ddr4-patriot-8gb-1x8gb-3000mhz-cl16-viper-steel.html","Patriot 8GB (1x8GB) 3000MHz CL16 Viper Steel","109,00 zł","8 GB","DDR4","3000 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_6_779_00.jpg"
"1698054923-194","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/482926-pamiec-ram-ddr4-patriot-32gb-2x16gb-3200mhz-cl16-viper-4.html","Patriot 32GB (2x16GB) 3200MHz CL16  Viper 4","359,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_13_11_20_54_936_00.jpg"
"1698054932-195","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/513028-pamiec-ram-ddr4-patriot-16gb-2x8gb-3200mhz-cl16-viper-4-blackout.html","Patriot 16GB (2x8GB) 3200MHz CL16 Viper 4 Blackout","179,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/8/pr_2019_8_29_9_49_41_592_00.jpg"
"1698054937-196","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/647741-pamiec-ram-ddr4-patriot-64gb-2x32gb-3600mhz-cl18-viper-blackout.html","Patriot 64GB (2x32GB) 3600MHz CL18 Viper Blackout","679,00 zł","64 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/4/pr_2021_4_27_14_24_2_668_02.jpg"
"1698054948-197","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667177-pamiec-ram-ddr4-kingston-fury-64gb-2x32gb-2666mhz-cl16-beast-black.html","Kingston FURY 64GB (2x32GB) 2666MHz CL16 Beast Black","729,00 zł","64 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698054957-198","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667523-pamiec-ram-ddr4-kingston-fury-16gb-1x16gb-3600mhz-cl18-beast-black.html","Kingston FURY 16GB (1x16GB) 3600MHz CL18 Beast Black","229,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_9_37_715_02.jpg"
"1698054968-199","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667628-pamiec-ram-ddr4-kingston-fury-16gb-1x16gb-2666mhz-cl16-beast-rgb.html","Kingston FURY 16GB (1x16GB) 2666MHz CL16 Beast RGB","239,00 zł","16 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_9_14_25_20_528_02.jpg"
"1698054976-200","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668059-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-3200mhz-cl16-renegade-black.html","Kingston FURY 16GB (2x8GB) 3200MHz CL16 Renegade Black","249,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_12_12_39_4_156_02.jpg"
"1698054983-201","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668074-pamiec-ram-ddr4-kingston-fury-64gb-2x32gb-3200mhz-cl16-renegade-black.html","Kingston FURY 64GB (2x32GB) 3200MHz CL16 Renegade Black","719,00 zł","64 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_12_12_39_4_156_02.jpg"
"1698054989-202","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668326-pamiec-ram-ddr4-kingston-fury-16gb-1x16gb-3200mhz-cl16-renegade-rgb.html","Kingston FURY 16GB (1x16GB) 3200MHz CL16 Renegade RGB","269,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_13_14_28_55_445_02.jpg"
"1698054995-203","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668818-pamiec-ram-ddr3-kingston-fury-8gb-1x8gb-1600mhz-cl10-beast-blue.html","Kingston FURY 8GB (1x8GB) 1600MHz CL10 Beast Blue","189,00 zł","8 GB","DDR3","1600 MHz","CL 10","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_15_15_3_14_0_02.jpg"
"1698055001-204","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668840-pamiec-ram-ddr3-kingston-fury-16gb-2x8gb-1866mhz-cl10-beast-black.html","Kingston FURY 16GB (2x8GB) 1866MHz CL10 Beast Black","439,00 zł","16 GB","DDR3","1866 MHz","CL 10","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_15_15_10_10_485_02.jpg"
"1698055007-205","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/692727-pamiec-ram-ddr4-goodram-32gb-1x32gb-3200mhz-cl22-dedykowana-lenovo.html","GOODRAM 32GB (1x32GB) 3200MHz CL22 dedykowana Lenovo","359,00 zł","32 GB","DDR4","3200 MHz","CL 22","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_3_8_42_53_74_01.jpg"
"1698055012-206","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/719674-pamiec-ram-ddr5-gskill-32gb-2x16gb-5600mhz-cl36-trident-z5.html","G.SKILL 32GB (2x16GB) 5600MHz CL36 Trident Z5","519,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_2_13_3_20_598_03.jpg"
"1698055018-207","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1080057-pamiec-ram-ddr5-corsair-32gb-2x16gb-6000mhz-cl36-dominator-platinum-rgb-amd-expo.html","Corsair 32GB (2x16GB) 6000MHz CL36 Dominator Platinum RGB AMD EXPO","829,00 zł","32 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_12_7_8_20_121_01.jpg"
"1698055023-208","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1154636-pamiec-ram-ddr5-kingston-fury-128gb-4x32gb-5600mhz-cl40-beast.html","Kingston FURY 128GB (4x32GB) 5600MHz CL40 Beast","2 339,00 zł","128 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_26_13_57_1_913_00.jpg"
"1698055031-209","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/72810-pamiec-ram-ddr3-corsair-8gb-1x8gb-1600mhz-cl10-vengeance-xmp-black.html","Corsair 8GB (1x8GB) 1600MHz CL10 Vengeance XMP Black","149,00 zł","8 GB","DDR3","1600 MHz","CL 10","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_24_10_52_19_272.jpg"
"1698055039-210","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/215650-pamiec-ram-ddr3-gskill-16gb-2x8gb-2400mhz-cl11-ripjawsx.html","G.SKILL 16GB (2x8GB) 2400MHz CL11 RipjawsX","319,00 zł","16 GB","DDR3","2400 MHz","CL 11","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_22_12_3_27_898_00.jpg"
"1698055047-211","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/258006-pamiec-ram-ddr4-corsair-16gb-2x8gb-3200mhz-cl16-vengeance-lpx-red.html","Corsair 16GB (2x8GB) 3200MHz CL16 Vengeance LPX Red","229,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,pr_2015_9_7_15_35_38_218.jpg"
"1698055054-212","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/328428-pamiec-ram-sodimm-ddr3-kingston-pamiec-dedykowana-4gb-1x4gb-1600mhz-cl11.html","Kingston Pamięć dedykowana 4GB (1x4GB) 1600MHz CL11","139,00 zł","4 GB","DDR3L","1600 MHz","CL 11","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_20_9_12_28_246.jpg"
"1698055062-213","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/367950-pamiec-ram-ddr4-corsair-8gb-1x8gb-2400mhz-cl16-vengeance-lpx-black.html","Corsair 8GB (1x8GB) 2400MHz CL16 Vengeance LPX Black","109,00 zł","8 GB","DDR4","2400 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_12_45_12_254.jpg"
