web-scraper-order,web-scraper-start-url,link,link-href,name,price,diagonal,resolution,matrix,image-src
"1698054569-72","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/649145-monitor-led-32-i-wiekszy-aoc-q32p2.html","AOC Q32P2","1 119,00 zł","31,5""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/5/pr_2021_5_27_11_53_41_58_04.jpg"
"1698054575-73","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/649146-monitor-led-32-i-wiekszy-aoc-cu34p2a.html","AOC CU34P2A","1 519,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_5_7_56_29_902_03.jpg"
"1698054581-74","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651477-monitor-led-24-philips-241b8qjeb-00.html","Philips 241B8QJEB/00","799,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_36_7_975_00.jpg"
"1698054587-75","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651478-monitor-led-24-philips-242b1-00.html","Philips 242B1/00","839,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_8_16_27_744_00.jpg"
"1698054593-76","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651479-monitor-led-24-philips-242b9tl-00-dotykowy.html","Philips 242B9TL/00 dotykowy","1 799,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_10_2_18_254_00.jpg"
"1698054599-77","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651482-monitor-led-24-philips-242e1gaez-00.html","Philips 242E1GAEZ/00","709,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_20_50_388_00.jpg"
"1698054606-78","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651484-monitor-led-24-philips-242v8la-00.html","Philips 242V8LA/00","459,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_14_54_56_761_00.jpg"
"1698054612-79","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651487-monitor-led-24-philips-242b1h-00.html","Philips 242B1H/00","1 019,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_8_37_27_173_00.jpg"
"1698054619-80","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651491-monitor-led-24-philips-243b1jh-00.html","Philips 243B1JH/00","1 819,00 zł","23,8""","1920 x 1080","W-LED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_9_42_47_324_00.jpg"
"1698054626-81","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651492-monitor-led-24-philips-242b1g-00.html","Philips 242B1G/00","859,00 zł","23,8""","1920 x 1080","W-LED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_8_20_2_154_00.jpg"
"1698054633-82","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651499-monitor-led-21-i-mniejszy-asus-rog-strix-xg16ahp-w.html","ASUS ROG STRIX XG16AHP-W","2 139,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/5/pr_2021_5_12_11_37_12_693_02.jpg"
"1698054639-83","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651503-monitor-led-27-asus-va27dq.html","ASUS VA27DQ","799,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_7_17_52_749_00.jpg"
"1698054645-84","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651506-monitor-led-32-i-wiekszy-asus-proart-pa32ucg-k.html","ASUS ProArt PA32UCG-K","17 999,00 zł","32""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_29_7_30_14_416_00.jpg"
"1698054651-85","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651507-monitor-led-32-i-wiekszy-asus-rog-strix-xg43uq-4k-hdr-hdmi-21.html","ASUS ROG STRIX XG43UQ 4K HDR HDMI 2.1","4 399,00 zł","43,4""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_29_6_52_51_775_00.jpg"
"1698054657-86","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651843-monitor-led-21-i-mniejszy-dell-e2020h-5y.html","Dell E2020H/5Y","409,00 zł","19,5""","1600 x 900","LED, TN","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/2/pr_2020_2_25_14_18_6_71_00.jpg"
"1698054666-87","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/652157-monitor-led-27-philips-272e1gaj-00.html","Philips 272E1GAJ/00","749,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_25_1_17_00.jpg"
"1698054671-88","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/652163-monitor-led-27-philips-275b1h-00.html","Philips 275B1H/00","1 229,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_4_15_30_35_796_03.jpg"
"1698054679-89","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/652168-monitor-led-27-philips-276b1-00.html","Philips 276B1/00","1 659,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_9_50_15_84_00.jpg"
"1698054685-90","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/652171-monitor-led-27-philips-279c9-00.html","Philips 279C9/00","2 029,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_10_14_50_966_00.jpg"
"1698054690-91","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/652189-monitor-led-32-i-wiekszy-philips-329p1h-00.html","Philips 329P1H/00","2 809,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_10_16_48_778_00.jpg"
"1698054696-92","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/656651-monitor-led-21-i-mniejszy-iiyama-tf1934mc-b7x.html","iiyama TF1934MC-B7X","2 999,00 zł","19""","1280 x 1024","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_26_11_9_22_861_00.jpg"
"1698054704-93","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/658175-monitor-led-24-dell-u2422h-wost-bez-stopy.html","Dell U2422H-WOST bez stopy","1 049,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_41_4_69_00.jpg"
"1698054713-94","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/664465-monitor-led-24-lenovo-thinkvision-s24i-20.html","Lenovo ThinkVision S24i-20","829,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_28_13_13_28_27_00.jpg"
"1698054720-95","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/665969-monitor-led-27-msi-modern-md271p.html","MSI Modern MD271P","799,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_10_20_55_181_00.jpg"
"1698054726-96","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/671041-monitor-led-32-i-wiekszy-nec-multisync-e328-czarny.html","Nec MultiSync E328 czarny","2 149,00 zł","32""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_29_12_23_4_338_04.jpg"
"1698054731-97","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/671042-monitor-led-32-i-wiekszy-nec-multisync-e438-czarny.html","Nec MultiSync E438 czarny","3 099,00 zł","43""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_29_12_23_4_338_04.jpg"
"1698054737-98","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/671059-monitor-led-27-nec-multisync-ea272f-czarny.html","Nec MultiSync EA272F czarny","2 299,00 zł","27""","1920 x 1080","LED, AH-IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_2_11_38_37_215_00.jpg"
"1698054744-99","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/671060-monitor-led-27-nec-multisync-ea272f-bialy.html","Nec MultiSync EA272F biały","2 299,00 zł","27""","1920 x 1080","LED, AH-IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_2_11_38_49_968_00.jpg"
"1698054752-100","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/677074-monitor-led-27-benq-mobiuz-ex2710s.html","BenQ MOBIUZ EX2710S","1 149,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_13_6_40_6_193_00.jpg"
"1698054761-101","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/682431-monitor-led-27-asus-rog-strix-xg27uqr-4k-hdr.html","ASUS ROG STRIX XG27UQR 4K HDR","3 249,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_13_23_9_341_00.jpg"
"1698054767-102","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/682432-monitor-led-27-asus-va27dcp.html","ASUS VA27DCP","899,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_9_43_7_316_00.jpg"
"1698054776-103","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/682434-monitor-led-24-asus-va24dcp.html","ASUS VA24DCP","749,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_24_15_53_42_41_00.jpg"
"1698054781-104","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/682435-monitor-led-21-i-mniejszy-asus-mb16acv-przenosny.html","ASUS MB16ACV przenośny","989,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_8_46_38_939_00.jpg"
"1698054790-105","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/685787-monitor-led-27-iiyama-t2735msc-b3-dotykowy.html","iiyama T2735MSC-B3 dotykowy","2 499,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_4_8_24_15_192_04.jpg"
"1698054796-106","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/685793-monitor-led-27-asus-be279qsk.html","ASUS BE279QSK","1 299,00 zł","27""","1920 x 1080","LED, TFT, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_2_8_17_52_770_04.jpg"
"1698054803-107","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/687754-monitor-led-21-i-mniejszy-lenovo-thinkvision-m14t-czarny.html","Lenovo ThinkVision M14T czarny","1 699,00 zł","14""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_2_12_13_11_688_03.jpg"
"1698054812-108","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/692542-monitor-led-22-hp-m22f.html","HP M22f","599,00 zł","21,5""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_14_13_27_46_217_01.jpg"
"1698054818-109","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/692563-monitor-led-27-hp-m27fd.html","HP M27fd","929,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_15_11_38_19_670_04.jpg"
"1698054825-110","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/692567-monitor-led-27-hp-m27fq.html","HP M27fq","909,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_7_26_45_89_00.jpg"
"1698054830-111","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/692582-monitor-led-32-i-wiekszy-hp-m32f.html","HP M32f","949,00 zł","31,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_2_9_5_6_538_04.jpg"
"1698054836-112","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/692592-monitor-led-32-i-wiekszy-hp-m34d-curved.html","HP M34d Curved","1 899,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_8_12_2_970_00.jpg"
"1698054843-113","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/693223-monitor-led-27-msi-mpg-artymis-273cqr.html","MSI MPG ARTYMIS 273CQR","2 549,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_14_55_13_840_00.jpg"
"1698054848-114","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/693225-monitor-led-32-i-wiekszy-msi-mpg-artymis-323cqr.html","MSI MPG ARTYMIS 323CQR","2 099,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_14_57_58_623_00.jpg"
"1698054854-115","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/694996-monitor-led-27-benq-zowie-xl2746k-czarny.html","BenQ ZOWIE XL2746K czarny","2 899,00 zł","27""","1920 x 1080","LED, TN","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_4_11_46_44_433_06.jpg"
"1698054861-116","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/694997-monitor-led-32-i-wiekszy-benq-ew3880r-czarny.html","BenQ EW3880R czarny","4 489,00 zł","37,5""","3840 x 1600","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_4_11_31_54_14_06.jpg"
"1698054868-117","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/697035-monitor-led-24-eizo-flexscan-ev2485-bk.html","Eizo FlexScan EV2485-BK","2 449,00 zł","24,1""","1920 x 1200","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_13_8_20_15_184_01.jpg"
"1698054877-118","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/697037-monitor-led-24-eizo-flexscan-ev2485-wt.html","Eizo FlexScan EV2485-WT","2 599,00 zł","24,1""","1920 x 1200","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_13_8_14_45_631_03.jpg"
"1698054883-119","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/707268-monitor-led-32-i-wiekszy-aoc-agon-ag493ucx2-4k.html","AOC AGON AG493UCX2 4K","5 039,00 zł","48,8""","5120 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_6_6_23_28_351_00.jpg"
"1698054889-120","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/716407-monitor-led-24-lenovo-thinkvision-e24-28.html","Lenovo ThinkVision E24-28","859,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_15_11_49_39_612_00.jpg"
"1698054896-121","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/718654-monitor-led-32-i-wiekszy-msi-optix-meg381cqr-plus-curved.html","MSI Optix MEG381CQR Plus Curved","7 899,00 zł","37,5""","3840 x 1600","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_15_30_13_508_00.jpg"
"1698054902-122","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/718686-monitor-led-27-msi-optix-mag281urf-czarny-hdr.html","MSI Optix MAG281URF czarny HDR","3 199,00 zł","27,9""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_15_18_19_282_00.jpg"
"1698054909-123","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/730127-monitor-led-24-hp-m24fe.html","HP M24fe","699,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_18_9_47_51_285_02.jpg"
"1698054915-124","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/730712-monitor-led-27-apple-studio-display.html","Apple Studio Display","9 999,00 zł","27""","5120 x 2880","Retina","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_11_13_43_6_959_00.jpg"
"1698054921-125","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/730713-monitor-led-27-apple-studio-display-nano.html","Apple Studio Display Nano","11 499,00 zł","27""","5120 x 2880","Retina","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_11_13_43_6_959_00.jpg"
"1698054927-126","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/738427-monitor-led-32-i-wiekszy-asus-vp349cgl-ultra-wide.html","ASUS VP349CGL Ultra-wide","2 199,00 zł","34""","3440 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_12_6_17_422_00.jpg"
"1698054934-127","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/738435-monitor-led-21-i-mniejszy-asus-vt168hr-dotykowy.html","ASUS VT168HR Dotykowy","959,00 zł","15,6""","1366 x 768","LED, TN","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_24_15_50_31_760_00.jpg"
"1698054944-128","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/739778-monitor-led-22-poly-studio-p21.html","Poly Studio P21","1 999,00 zł","21,5""","1920 x 1080","LED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_7_13_41_26_973_00.jpg"
"1698054950-129","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/741559-monitor-led-32-i-wiekszy-philips-498p9z-00-superwide-329.html","Philips 498P9Z/00 SuperWide 32:9","4 889,00 zł","48,8""","5120 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_10_22_4_522_00.jpg"
"1698054957-130","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744044-monitor-led-24-benq-gw2485tc.html","BenQ GW2485TC","799,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_13_6_28_23_35_00.jpg"
"1698054963-131","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744045-monitor-led-27-benq-gw2785tc.html","BenQ GW2785TC","999,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_13_6_33_18_110_00.jpg"
"1698054968-132","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744047-monitor-led-27-benq-mobiuz-ex2710u.html","BenQ Mobiuz EX2710U","3 799,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_5_12_39_7_414_06.jpg"
"1698054978-133","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744050-monitor-led-32-i-wiekszy-benq-ex3410r.html","BenQ EX3410R","2 489,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_30_14_25_55_376_00.jpg"
"1698054986-134","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744051-monitor-led-24-benq-bl2483tm.html","BenQ BL2483TM","739,00 zł","24""","1920 x 1080","LED, TN","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_12_14_18_5_364_00.jpg"
"1698054993-135","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1046862-monitor-led-27-lenovo-thinkvision-t27h-2l.html","Lenovo ThinkVision T27h-2L","1 799,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/6/pr_2022_6_3_10_51_26_811_00.jpg"
